id	num	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	group
SLC35D3	9	0.0031061	0.010588	0.524877	7	4	-2.4228	PHAL_minus
GALK1	12	0.06204	0.14102	0.994732	33	3	-2.5259	PHAL_minus
SLC35F1	10	0.012381	0.037797	0.994732	10	4	-2.5738	PHAL_minus
PAPSS1	13	0.62637	0.65106	0.994732	201	1	-2.5761	PHAL_minus
ST6GALNAC1	12	0.22108	0.34074	0.994732	100	2	-2.5812	PHAL_minus
IDUA	12	0.044505	0.11024	0.994732	27	3	-2.5885	PHAL_minus
B3GALNT1	13	0.062645	0.14659	0.994732	34	2	-2.5963	PHAL_minus
GALNT6	12	0.55543	0.59404	0.994732	178	1	-2.6575	PHAL_minus
GCNT4	9	0.23418	0.34493	0.994732	104	2	-2.6745	PHAL_minus
HYAL2	11	0.60535	0.61602	0.994732	190	1	-2.711	PHAL_minus
GNPDA1	11	0.048742	0.11501	0.994732	28	2	-2.7426	PHAL_minus
SLC35B2	12	0.75375	0.75421	0.994732	243	0	-2.7522	PHAL_minus
GALNT3	11	0.45801	0.51762	0.994732	159	1	-2.8275	PHAL_minus
B3GALT2	11	0.025873	0.072598	0.994732	18	3	-2.8871	PHAL_minus
ST8SIA1	10	0.06339	0.13905	0.994732	35	2	-2.8908	PHAL_minus
UXS1	12	0.77633	0.77718	0.994732	249	0	-2.9114	PHAL_minus
UGT2B10	6	0.82382	0.82232	0.994732	275	0	-2.9133	PHAL_minus
SLC35E4	12	0.092614	0.19306	0.994732	50	2	-2.9592	PHAL_minus
ARSF	12	0.02358	0.06908	0.994732	17	3	-2.9616	PHAL_minus
FUT9	12	0.054146	0.12737	0.994732	29	3	-2.9736	PHAL_minus
COG6	11	0.26012	0.37774	0.994732	116	1	-2.9779	PHAL_minus
UGT2B28	7	0.11708	0.19073	0.994732	64	1	-2.9811	PHAL_minus
FUT1	12	0.43019	0.522	0.994732	152	1	-2.9889	PHAL_minus
LAMP1	14	0.64148	0.67112	0.994732	204	1	-2.9963	PHAL_minus
B4GALT6	11	0.26842	0.38735	0.994732	120	2	-3.0204	PHAL_minus
NAAA	12	0.45512	0.53522	0.994732	158	1	-3.032	PHAL_minus
GLCE	12	0.51315	0.56774	0.994732	167	1	-3.0331	PHAL_minus
EXTL3	11	0.27704	0.39676	0.994732	123	2	-3.0331	PHAL_minus
GALNT13	12	0.26419	0.3859	0.994732	119	1	-3.0675	PHAL_minus
GM2A	10	0.27502	0.39449	0.994732	121	2	-3.0786	PHAL_minus
B3GAT3	10	0.33133	0.42616	0.994732	137	1	-3.1244	PHAL_minus
SLC17A5	9	0.89446	0.89401	0.994732	297	0	-3.1298	PHAL_minus
NAGA	13	0.01079	0.036793	0.994732	9	3	-3.1533	PHAL_minus
GALNT18	12	0.36119	0.48868	0.994732	138	1	-3.1698	PHAL_minus
GALNT9	12	0.25958	0.38137	0.994732	115	2	-3.2073	PHAL_minus
HYAL4	14	0.39477	0.5285	0.994732	141	2	-3.2578	PHAL_minus
CHST2	12	0.69202	0.69463	0.994732	222	1	-3.2607	PHAL_minus
B3GAT2	12	0.081318	0.17414	0.994732	46	3	-3.2804	PHAL_minus
A4GNT	12	0.24884	0.36988	0.994732	110	2	-3.2982	PHAL_minus
NDST1	11	0.21432	0.32791	0.994732	98	2	-3.2999	PHAL_minus
GALNT12	8	0.50036	0.50838	0.994732	166	1	-3.3115	PHAL_minus
POMGNT2	12	0.93104	0.9313	0.994732	316	0	-3.3244	PHAL_minus
ARSA	11	0.64965	0.65276	0.994732	206	1	-3.326	PHAL_minus
POFUT1	14	0.67675	0.6947	0.994732	218	1	-3.3366	PHAL_minus
ST3GAL6	14	0.083582	0.18698	0.994732	47	2	-3.3501	PHAL_minus
B4GALT1	11	0.17303	0.28321	0.994732	84	1	-3.3596	PHAL_minus
PIGM	10	0.64167	0.6419	0.994732	205	1	-3.3837	PHAL_minus
GALNT10	13	0.88243	0.88213	0.994732	290	0	-3.3869	PHAL_minus
GANAB	12	0.32146	0.446	0.994732	135	2	-3.3952	PHAL_minus
CHST13	14	0.38944	0.52329	0.994732	140	1	-3.3955	PHAL_minus
HYAL1	14	0.80582	0.80512	0.994732	265	0	-3.4082	PHAL_minus
CHST6	10	0.30436	0.41234	0.994732	130	1	-3.4206	PHAL_minus
EXT2	11	0.80061	0.80031	0.994732	264	0	-3.4293	PHAL_minus
B4GALT2	10	0.13373	0.22757	0.994732	71	2	-3.4329	PHAL_minus
GYLTL1B	12	0.16714	0.28653	0.994732	82	2	-3.4548	PHAL_minus
GCNT3	13	0.78492	0.78497	0.994732	252	0	-3.4612	PHAL_minus
HEXB	11	0.80945	0.80896	0.994732	268	0	-3.4644	PHAL_minus
CHST4	13	0.02247	0.066556	0.994732	16	3	-3.4666	PHAL_minus
GALNT15	9	0.76726	0.76662	0.994732	247	0	-3.4669	PHAL_minus
MOGS	13	0.79583	0.79558	0.994732	260	0	-3.4915	PHAL_minus
CSGALNACT1	13	0.30193	0.43161	0.994732	129	2	-3.5335	PHAL_minus
FUT8	13	0.3289	0.45844	0.994732	136	2	-3.5584	PHAL_minus
HAS1	13	0.85465	0.85447	0.994732	280	0	-3.5599	PHAL_minus
LAMP2	13	0.74979	0.74959	0.994732	240	1	-3.561	PHAL_minus
SULT1C4	11	0.0014611	0.0065338	0.453448	5	5	-3.5748	PHAL_minus
ALG13	7	0.80825	0.80794	0.994732	267	0	-3.575	PHAL_minus
FUT3	12	0.24794	0.36889	0.994732	108	1	-3.5851	PHAL_minus
HS2ST1	12	0.15906	0.27824	0.994732	77	1	-3.6009	PHAL_minus
COG2	11	0.40633	0.48938	0.994732	145	1	-3.6174	PHAL_minus
SLC35F3	13	0.12291	0.24603	0.994732	69	3	-3.6174	PHAL_minus
HS6ST2	12	0.064258	0.14452	0.994732	36	3	-3.6322	PHAL_minus
CHST11	13	0.034745	0.09769	0.994732	22	3	-3.6397	PHAL_minus
B3GALT4	11	0.10049	0.20503	0.994732	56	2	-3.6529	PHAL_minus
ST6GAL2	11	0.25766	0.37508	0.994732	114	2	-3.6635	PHAL_minus
ST8SIA6	12	0.61511	0.63441	0.994732	193	1	-3.6842	PHAL_minus
PIGC	14	0.16124	0.30483	0.994732	79	3	-3.7064	PHAL_minus
FUT11	10	0.12996	0.22366	0.994732	70	1	-3.7144	PHAL_minus
SLC35E2	6	0.71518	0.71345	0.994732	233	0	-3.719	PHAL_minus
B3GNT8	12	0.074692	0.16265	0.994732	42	3	-3.733	PHAL_minus
UGGT1	12	0.85003	0.85061	0.994732	279	0	-3.7485	PHAL_minus
HAS2	12	0.60484	0.62697	0.994732	189	1	-3.7515	PHAL_minus
STS	11	0.19162	0.30343	0.994732	94	1	-3.7572	PHAL_minus
FUCA1	11	0.074116	0.16037	0.994732	41	1	-3.7845	PHAL_minus
SULT1B1	10	0.074733	0.16064	0.994732	43	1	-3.7964	PHAL_minus
B4GALNT4	12	0.4481	0.53123	0.994732	157	1	-3.7977	PHAL_minus
PIGQ	12	0.42837	0.52106	0.994732	151	1	-3.7989	PHAL_minus
MFNG	12	0.042329	0.10652	0.994732	25	2	-3.8023	PHAL_minus
SMPD1	13	0.82159	0.82155	0.994732	274	0	-3.8032	PHAL_minus
B4GALT4	11	0.095281	0.19739	0.994732	52	2	-3.8068	PHAL_minus
SULT1C2	12	0.58217	0.6114	0.994732	183	1	-3.8268	PHAL_minus
POFUT2	14	0.19971	0.34526	0.994732	96	2	-3.8278	PHAL_minus
EOGT	14	0.36685	0.50062	0.994732	139	2	-3.8363	PHAL_minus
MGAT4B	11	0.75836	0.75802	0.994732	245	0	-3.8367	PHAL_minus
ST6GALNAC3	12	0.62266	0.63964	0.994732	200	1	-3.837	PHAL_minus
HS6ST1	12	0.097189	0.20091	0.994732	53	3	-3.8453	PHAL_minus
SLC35E3	12	0.30504	0.42898	0.994732	131	2	-3.8463	PHAL_minus
A4GALT	11	0.29541	0.41697	0.994732	126	1	-3.8604	PHAL_minus
ST6GALNAC5	13	0.82024	0.82021	0.994732	273	0	-3.8705	PHAL_minus
SULT1C3	10	0.18643	0.28976	0.994732	91	1	-3.8707	PHAL_minus
POMT2	11	0.6806	0.68048	0.994732	219	1	-3.8772	PHAL_minus
HS3ST6	9	0.93639	0.93714	0.994732	319	0	-3.8841	PHAL_minus
HEXA	10	0.54624	0.56162	0.994732	176	1	-3.8851	PHAL_minus
RPN1	11	0.69417	0.69307	0.994732	223	1	-3.8911	PHAL_minus
GMPPA	11	0.055314	0.12683	0.994732	30	3	-3.9067	PHAL_minus
ST3GAL3	8	0.97486	0.97489	0.994732	338	0	-3.909	PHAL_minus
HYAL3	12	0.80666	0.80738	0.994732	266	0	-3.9133	PHAL_minus
HK1	10	0.96806	0.96794	0.994732	333	0	-3.9172	PHAL_minus
EXTL2	12	0.1897	0.30896	0.994732	92	1	-3.9177	PHAL_minus
HS3ST2	9	0.083956	0.16029	0.994732	49	2	-3.9182	PHAL_minus
SLC35A5	10	0.76226	0.76178	0.994732	246	0	-3.9238	PHAL_minus
XXYLT1	11	0.97281	0.97296	0.994732	336	0	-3.924	PHAL_minus
UGGT2	13	0.44489	0.5499	0.994732	156	1	-3.9277	PHAL_minus
XYLT2	10	0.29885	0.40941	0.994732	128	1	-3.9333	PHAL_minus
POMT1	12	0.78983	0.79073	0.994732	257	0	-3.9426	PHAL_minus
ST6GALNAC4	11	0.69795	0.69692	0.994732	224	1	-3.9486	PHAL_minus
PIGP	11	0.52293	0.5579	0.994732	169	1	-3.9569	PHAL_minus
GALNT17	10	0.032512	0.079981	0.994732	19	2	-3.9632	PHAL_minus
SLC35B4	14	0.70193	0.71223	0.994732	226	1	-3.9696	PHAL_minus
LAMP3	13	0.78888	0.78897	0.994732	256	0	-3.9699	PHAL_minus
ST6GALNAC6	13	0.86947	0.86892	0.994732	283	0	-3.9751	PHAL_minus
CHST10	11	0.4352	0.50507	0.994732	153	1	-3.9771	PHAL_minus
PPBP	10	0.95381	0.95315	0.994732	324	0	-3.9784	PHAL_minus
UGT1A8	7	0.25108	0.30613	0.994732	112	1	-3.9844	PHAL_minus
HS3ST3B1	12	0.81134	0.81207	0.994732	269	0	-3.9845	PHAL_minus
NEU4	12	0.17814	0.2977	0.994732	86	2	-3.9877	PHAL_minus
GALNS	11	0.92063	0.92091	0.994732	310	0	-3.9879	PHAL_minus
ASAH1	11	0.043669	0.10573	0.994732	26	3	-4.0011	PHAL_minus
HS3ST3A1	10	0.60261	0.60664	0.994732	188	1	-4.0094	PHAL_minus
ARSE	12	0.74345	0.74367	0.994732	237	0	-4.0204	PHAL_minus
B3GNT4	14	0.24816	0.38853	0.994732	109	1	-4.0284	PHAL_minus
CTBS	12	0.62141	0.63866	0.994732	198	1	-4.0304	PHAL_minus
CHPF2	12	0.97288	0.97262	0.994732	337	0	-4.0319	PHAL_minus
EXTL1	12	0.48239	0.55058	0.994732	162	1	-4.0334	PHAL_minus
COG5	14	0.79712	0.79691	0.994732	261	0	-4.0345	PHAL_minus
GALNT16	13	0.21967	0.35023	0.994732	99	1	-4.0443	PHAL_minus
ASAH2	11	0.66338	0.66471	0.994732	214	1	-4.0507	PHAL_minus
CHST3	13	0.39757	0.52916	0.994732	143	2	-4.0591	PHAL_minus
CHST12	12	0.18467	0.30415	0.994732	89	1	-4.0669	PHAL_minus
UGT1A10	11	0.97692	0.97727	0.994732	340	0	-4.0765	PHAL_minus
GALNT8	10	0.10203	0.19323	0.994732	57	2	-4.0805	PHAL_minus
B3GALT5	10	0.79969	0.79881	0.994732	263	0	-4.0866	PHAL_minus
UST	13	0.89746	0.89755	0.994732	299	0	-4.0885	PHAL_minus
NAGK	11	0.82888	0.82858	0.994732	276	0	-4.0904	PHAL_minus
POGLUT1	13	0.74423	0.74438	0.994732	238	1	-4.0959	PHAL_minus
TPST2	10	0.91452	0.91399	0.994732	305	0	-4.0969	PHAL_minus
B3GNT3	13	0.71979	0.72243	0.994732	234	1	-4.098	PHAL_minus
GAA	12	0.88089	0.88165	0.994732	287	0	-4.098	PHAL_minus
LARGE	12	0.96218	0.96225	0.994732	330	0	-4.0983	PHAL_minus
OGT	10	0.92248	0.92196	0.994732	312	0	-4.0991	PHAL_minus
GALC	13	0.2255	0.3559	0.994732	101	2	-4.1055	PHAL_minus
SULT1A3	10	0.072365	0.15581	0.994732	40	2	-4.1067	PHAL_minus
ST3GAL1	12	0.25262	0.37406	0.994732	113	2	-4.1113	PHAL_minus
ALG2	12	0.92945	0.92975	0.994732	313	0	-4.1121	PHAL_minus
AGA	11	0.78459	0.78398	0.994732	251	0	-4.115	PHAL_minus
SLC35A3	10	0.41456	0.47353	0.994732	148	1	-4.118	PHAL_minus
GAL3ST1	11	0.95745	0.95749	0.994732	327	0	-4.1199	PHAL_minus
SLC35C2	9	0.18483	0.28279	0.994732	90	1	-4.1293	PHAL_minus
HAS3	14	0.66408	0.68548	0.994732	215	1	-4.1479	PHAL_minus
B3GNT6	13	0.083953	0.18237	0.994732	48	2	-4.1481	PHAL_minus
B3GNT7	11	0.067434	0.14873	0.994732	37	3	-4.1497	PHAL_minus
RFNG	11	0.69889	0.69776	0.994732	225	1	-4.1508	PHAL_minus
ALG10	12	0.11927	0.23791	0.994732	66	2	-4.1509	PHAL_minus
GALNT1	13	0.6607	0.67543	0.994732	213	1	-4.155	PHAL_minus
KHK	11	0.55868	0.5817	0.994732	180	1	-4.1595	PHAL_minus
GALK2	10	0.013061	0.039794	0.994732	11	3	-4.1603	PHAL_minus
UGT2B17	12	0.18214	0.30139	0.994732	88	1	-4.1661	PHAL_minus
GAL3ST3	15	0.81819	0.81765	0.994732	272	0	-4.1699	PHAL_minus
HS6ST3	12	0.28157	0.40406	0.994732	124	2	-4.1738	PHAL_minus
SULT1A2	14	0.19316	0.3392	0.994732	95	2	-4.1783	PHAL_minus
MAN1A1	11	0.23207	0.34789	0.994732	103	1	-4.1824	PHAL_minus
FPGT	11	0.013769	0.043282	0.994732	12	4	-4.1852	PHAL_minus
GFPT1	10	0.91698	0.91641	0.994732	308	0	-4.1875	PHAL_minus
HPSE	11	0.13956	0.24649	0.994732	73	1	-4.1888	PHAL_minus
ST6GAL1	12	0.61764	0.63632	0.994732	196	1	-4.1921	PHAL_minus
RENBP	11	0.68355	0.68301	0.994732	220	1	-4.1939	PHAL_minus
PAPSS2	12	0.59961	0.62365	0.994732	186	1	-4.2017	PHAL_minus
B3GNT9	10	0.88237	0.88184	0.994732	289	0	-4.2051	PHAL_minus
PGM1	13	0.14725	0.28259	0.994732	75	2	-4.2075	PHAL_minus
FUT2	13	0.033184	0.093585	0.994732	20	3	-4.2155	PHAL_minus
CHST8	15	0.52998	0.6273	0.994732	173	1	-4.2194	PHAL_minus
CTNS	12	0.12279	0.24248	0.994732	68	2	-4.2253	PHAL_minus
LFNG	11	0.57944	0.59653	0.994732	182	1	-4.2261	PHAL_minus
MAN1B1	13	0.17665	0.3096	0.994732	85	2	-4.2375	PHAL_minus
GUSB	13	0.014914	0.047724	0.994732	14	3	-4.2458	PHAL_minus
GLB1	11	0.22882	0.34418	0.994732	102	2	-4.2529	PHAL_minus
XYLT1	12	0.89286	0.8932	0.994732	294	0	-4.2578	PHAL_minus
B4GALT3	13	0.94705	0.94745	0.994732	323	0	-4.26	PHAL_minus
ARSB	12	0.62638	0.64214	0.994732	202	1	-4.2638	PHAL_minus
ST3GAL2	13	0.24048	0.37094	0.994732	106	2	-4.2686	PHAL_minus
HS3ST4	13	0.4033	0.53191	0.994732	144	1	-4.2707	PHAL_minus
UGT2B4	12	0.93078	0.93103	0.994732	315	0	-4.2717	PHAL_minus
ABO	10	0.77483	0.77409	0.994732	248	0	-4.2718	PHAL_minus
UAP1	11	0.89435	0.89404	0.994732	296	0	-4.2796	PHAL_minus
UGT1A3	7	0.72299	0.72212	0.994732	235	0	-4.2808	PHAL_minus
B3GAT1	11	0.8606	0.86085	0.994732	282	0	-4.2857	PHAL_minus
TPST1	12	0.15952	0.27865	0.994732	78	2	-4.2889	PHAL_minus
CHPF	14	0.98403	0.98348	0.994732	343	0	-4.2946	PHAL_minus
SLC35F2	13	0.11386	0.23107	0.994732	62	2	-4.2983	PHAL_minus
NDST3	12	0.27688	0.39902	0.994732	122	2	-4.3145	PHAL_minus
ST8SIA2	9	0.67053	0.66943	0.994732	217	0	-4.3162	PHAL_minus
COG7	11	0.98598	0.98613	0.994732	344	0	-4.3184	PHAL_minus
EXT1	12	0.25001	0.37119	0.994732	111	2	-4.3233	PHAL_minus
B4GALNT2	14	0.8475	0.84662	0.994732	278	0	-4.3277	PHAL_minus
MANBA	9	0.49168	0.50955	0.994732	164	1	-4.3314	PHAL_minus
NAGLU	12	0.87008	0.87132	0.994732	285	0	-4.3316	PHAL_minus
MGAT3	11	0.29108	0.41214	0.994732	125	2	-4.3371	PHAL_minus
LIPA	14	0.61747	0.65694	0.994732	195	1	-4.348	PHAL_minus
NDST2	13	0.65333	0.67014	0.994732	209	1	-4.3522	PHAL_minus
CHST15	12	0.71013	0.71073	0.994732	231	1	-4.359	PHAL_minus
UGT1A7	7	0.42153	0.43164	0.994732	149	1	-4.3733	PHAL_minus
SLC35D2	10	0.59928	0.60402	0.994732	185	1	-4.384	PHAL_minus
SGSH	12	0.16605	0.28555	0.994732	81	2	-4.3898	PHAL_minus
B3GALT1	12	0.71305	0.71331	0.994732	232	1	-4.4004	PHAL_minus
B3GALNT2	10	0.60919	0.61234	0.994732	192	1	-4.4008	PHAL_minus
MAN2B1	11	0.95901	0.95886	0.994732	329	0	-4.4043	PHAL_minus
DAD1	7	0.84743	0.84769	0.994732	277	0	-4.4123	PHAL_minus
CHST7	10	0.85821	0.85758	0.994732	281	0	-4.4221	PHAL_minus
ST6GALNAC2	11	0.49517	0.53996	0.994732	165	1	-4.4355	PHAL_minus
B4GALNT1	10	0.14109	0.23638	0.994732	74	1	-4.4364	PHAL_minus
ALG14	12	0.97068	0.97045	0.994732	335	0	-4.4382	PHAL_minus
B4GALNT3	12	0.90858	0.9085	0.994732	302	0	-4.4528	PHAL_minus
ALG8	12	0.067812	0.15097	0.994732	38	2	-4.4571	PHAL_minus
MGAT5B	10	0.99653	0.99646	0.996457	347	0	-4.459	PHAL_minus
HS3ST5	14	0.10944	0.22806	0.994732	60	2	-4.4695	PHAL_minus
GFPT2	11	0.90438	0.90425	0.994732	301	0	-4.4709	PHAL_minus
MGEA5	12	0.6515	0.66132	0.994732	208	1	-4.4915	PHAL_minus
STT3B	12	0.79416	0.79515	0.994732	259	0	-4.4958	PHAL_minus
ST8SIA4	11	0.75294	0.75286	0.994732	242	0	-4.4994	PHAL_minus
UGT2A1	11	0.9162	0.91627	0.994732	307	0	-4.5067	PHAL_minus
GALT	11	0.78666	0.78597	0.994732	254	0	-4.5195	PHAL_minus
GCNT2	12	0.70915	0.7099	0.994732	230	1	-4.5217	PHAL_minus
GALNT4	12	0.5711	0.60451	0.994732	181	1	-4.5222	PHAL_minus
SULF2	12	0.65495	0.66395	0.994732	210	1	-4.5333	PHAL_minus
GLA	11	0.70722	0.7063	0.994732	228	0	-4.5446	PHAL_minus
CHST14	12	0.54073	0.58464	0.994732	175	1	-4.5536	PHAL_minus
NEU2	12	0.26401	0.38575	0.994732	118	2	-4.5581	PHAL_minus
SULF1	12	0.29565	0.4192	0.994732	127	2	-4.5681	PHAL_minus
MAN1C1	12	0.11383	0.22886	0.994732	61	1	-4.5801	PHAL_minus
B3GNT5	9	0.60093	0.59999	0.994732	187	1	-4.5875	PHAL_minus
FUT5	11	0.41152	0.49205	0.994732	147	1	-4.5901	PHAL_minus
FUT10	10	0.75377	0.75369	0.994732	244	0	-4.5901	PHAL_minus
CHST5	14	0.92956	0.92864	0.994732	314	0	-4.6118	PHAL_minus
DPM2	10	0.99213	0.99197	0.996457	345	0	-4.6366	PHAL_minus
SLC35D1	10	0.95599	0.95545	0.994732	326	0	-4.6422	PHAL_minus
RPN2	10	0.62101	0.62288	0.994732	197	1	-4.645	PHAL_minus
SLC35F5	13	0.309	0.43869	0.994732	132	1	-4.6503	PHAL_minus
CMAHP	10	0.23973	0.35197	0.994732	105	2	-4.6613	PHAL_minus
ALG9	15	0.86954	0.86984	0.994732	284	0	-4.6659	PHAL_minus
ALG10B	12	0.78542	0.78658	0.994732	253	0	-4.6707	PHAL_minus
B4GALT7	12	0.52712	0.57647	0.994732	172	1	-4.6819	PHAL_minus
DPM3	9	0.5576	0.56242	0.994732	179	1	-4.6881	PHAL_minus
CHST9	11	0.74175	0.74098	0.994732	236	0	-4.696	PHAL_minus
GBGT1	13	0.59604	0.63152	0.994732	184	1	-4.7076	PHAL_minus
GBA	10	0.7868	0.78555	0.994732	255	0	-4.7257	PHAL_minus
ALG11	11	0.89791	0.89771	0.994732	300	0	-4.7266	PHAL_minus
ALG1	11	0.98336	0.98338	0.994732	342	0	-4.7512	PHAL_minus
NEU1	12	0.39659	0.50522	0.994732	142	1	-4.7558	PHAL_minus
DSEL	13	0.79735	0.79714	0.994732	262	0	-4.7611	PHAL_minus
GAL3ST4	12	0.792	0.79296	0.994732	258	0	-4.7617	PHAL_minus
HS3ST1	11	0.96877	0.96878	0.994732	334	0	-4.7766	PHAL_minus
ST8SIA5	11	0.61717	0.62557	0.994732	194	1	-4.7912	PHAL_minus
SLC35B3	11	0.97561	0.97579	0.994732	339	0	-4.8037	PHAL_minus
SLC35A2	8	0.89715	0.89876	0.994732	298	0	-4.8065	PHAL_minus
HK3	12	0.11655	0.23333	0.994732	63	1	-4.8171	PHAL_minus
CSGALNACT2	10	0.91752	0.91705	0.994732	309	0	-4.8294	PHAL_minus
FUT4	14	0.88463	0.88318	0.994732	291	0	-4.8338	PHAL_minus
GALNT7	11	0.66751	0.6683	0.994732	216	1	-4.8352	PHAL_minus
UGT8	14	0.88124	0.87974	0.994732	288	0	-4.857	PHAL_minus
NPL	15	0.077581	0.18246	0.994732	44	2	-4.8667	PHAL_minus
GALNT2	12	0.40986	0.51139	0.994732	146	1	-4.8772	PHAL_minus
CHST1	13	0.89294	0.89289	0.994732	295	0	-4.8808	PHAL_minus
ALG5	11	0.20461	0.31753	0.994732	97	2	-4.8922	PHAL_minus
COG8	12	0.42287	0.51826	0.994732	150	1	-4.9002	PHAL_minus
SLC35A4	12	0.65724	0.66606	0.994732	211	1	-4.9005	PHAL_minus
GAL3ST2	11	0.17071	0.28064	0.994732	83	2	-4.9058	PHAL_minus
ALG3	13	0.95861	0.95861	0.994732	328	0	-4.9277	PHAL_minus
FUT6	10	0.057378	0.12772	0.994732	31	2	-4.9289	PHAL_minus
LCT	10	0.10931	0.20163	0.994732	59	2	-4.9599	PHAL_minus
CTSA	11	0.6298	0.63601	0.994732	203	1	-4.9648	PHAL_minus
UGDH	13	0.47112	0.56268	0.994732	161	1	-4.9704	PHAL_minus
CHSY1	12	0.4586	0.53716	0.994732	160	1	-4.9905	PHAL_minus
DPAGT1	12	0.93804	0.93822	0.994732	321	0	-4.9909	PHAL_minus
SLC35B1	9	0.52448	0.53436	0.994732	171	1	-5.0254	PHAL_minus
GNPNAT1	8	0.87621	0.87776	0.994732	286	0	-5.0289	PHAL_minus
ALG12	11	0.17882	0.28941	0.994732	87	2	-5.0679	PHAL_minus
SLC35F4	10	0.12097	0.21396	0.994732	67	1	-5.0903	PHAL_minus
NEU3	11	0.31742	0.44238	0.994732	133	1	-5.0944	PHAL_minus
GALNT5	11	0.037748	0.094718	0.994732	24	2	-5.1203	PHAL_minus
B3GNT2	11	0.54659	0.57331	0.994732	177	1	-5.1299	PHAL_minus
DPM1	12	0.93286	0.93309	0.994732	317	0	-5.1559	PHAL_minus
PMM1	10	0.91396	0.91344	0.994732	304	0	-5.1592	PHAL_minus
COG3	13	0.96566	0.96595	0.994732	332	0	-5.1796	PHAL_minus
B4GALT5	11	0.44344	0.50946	0.994732	155	1	-5.1879	PHAL_minus
GNS	11	0.51577	0.55298	0.994732	168	1	-5.1989	PHAL_minus
ST3GAL5	12	0.9546	0.95488	0.994732	325	0	-5.2359	PHAL_minus
GNB2L1	12	0.91323	0.91342	0.994732	303	0	-5.246	PHAL_minus
UGT1A5	8	0.91597	0.9174	0.994732	306	0	-5.2661	PHAL_minus
ALG6	10	0.65063	0.65093	0.994732	207	1	-5.2923	PHAL_minus
GPI	11	0.92215	0.92241	0.994732	311	0	-5.4262	PHAL_minus
DDOST	10	0.96552	0.96534	0.994732	331	0	-5.4288	PHAL_minus
B3GALT6	11	0.99612	0.99619	0.996457	346	0	-5.6093	PHAL_minus
UGP2	13	0.2631	0.39224	0.994732	117	1	-5.6783	PHAL_minus
PMM2	11	0.98315	0.9832	0.994732	341	0	-5.693	PHAL_minus
GMPPB	10	0.44066	0.48918	0.994732	154	1	-5.7394	PHAL_minus
GNB1	12	0.94524	0.94547	0.994732	322	0	-5.8419	PHAL_minus
COG1	11	0.88765	0.88705	0.994732	292	0	-5.8841	PHAL_minus
UGCG	11	0.89067	0.89012	0.994732	293	0	-5.8978	PHAL_minus
SLC35E1	11	0.8119	0.81155	0.994732	270	0	-5.9203	PHAL_minus
MPI	12	0.7771	0.77795	0.994732	250	0	-5.9474	PHAL_minus
GALNT11	11	0.81312	0.81279	0.994732	271	0	-5.9521	PHAL_minus
GALE	12	0.75291	0.75323	0.994732	241	0	-5.9976	PHAL_minus
STT3A	10	0.93686	0.936	0.994732	320	0	-6.2064	PHAL_minus
COG4	9	0.935	0.93573	0.994732	318	0	-6.2149	PHAL_minus
C1GALT1	15	5.2897e-21	4.9687e-06	0.000862	1	12	5.0525	PNA_plus
C1GALT1C1	10	5.2973e-17	4.9687e-06	0.000862	2	9	4.8512	PNA_plus
NANS	11	0.039726	0.077566	0.999995	18	1	-0.42606	PNA_plus
SLC35A1	10	0.12097	0.1743	0.999995	50	1	-0.50753	PNA_plus
CMAS	9	0.026084	0.050775	0.999995	14	2	-0.87552	PNA_plus
GNE	11	0.55468	0.55466	0.999995	179	0	-1.2275	PNA_plus
FUT7	14	0.45348	0.45954	0.999995	144	1	-1.5161	PNA_plus
GMDS	10	0.025056	0.050686	0.999995	13	2	-1.6728	PNA_plus
MGAT2	12	0.28236	0.31048	0.999995	94	1	-1.7536	PNA_plus
MGAT5	12	0.44633	0.44615	0.999995	142	1	-1.7788	PNA_plus
SLC35C1	11	0.60174	0.60098	0.999995	192	0	-2.0035	PNA_plus
ST3GAL4	12	0.50202	0.50113	0.999995	162	0	-2.099	PNA_plus
TSTA3	14	0.48884	0.49095	0.999995	159	1	-2.3697	PNA_plus
GCNT1	11	0.53001	0.53049	0.999995	172	0	-2.7246	PNA_plus
PAPSS1	13	0.61148	0.61026	0.999995	194	0	-2.8847	PNA_plus
SLC35B2	12	0.75959	0.76022	0.999995	241	0	-3.1834	PNA_plus
UGT1A9	6	0.075871	0.095295	0.999995	36	1	-3.3373	PNA_plus
ACER2	8	0.017121	0.033961	0.999995	10	1	-3.7894	PNA_plus
MGAT4A	12	0.01107	0.028804	0.999995	6	3	-3.7964	PNA_plus
GALNT6	12	0.048087	0.090912	0.999995	20	2	-3.9139	PNA_plus
SLC35D3	9	0.71523	0.71538	0.999995	227	0	-3.9593	PNA_plus
SULT1B1	10	0.70116	0.70117	0.999995	220	0	-3.9944	PNA_plus
MAN2A1	13	0.20911	0.26922	0.999995	70	1	-4.0187	PNA_plus
PIGC	14	0.026403	0.06428	0.999995	15	3	-4.0251	PNA_plus
GANAB	12	0.83494	0.83617	0.999995	261	0	-4.0701	PNA_plus
MGAT1	10	0.73212	0.73228	0.999995	230	0	-4.0772	PNA_plus
LAMP2	13	0.11493	0.18508	0.999995	48	2	-4.0942	PNA_plus
NAAA	12	0.74519	0.74571	0.999995	234	0	-4.167	PNA_plus
